series_id,title,popularity,frequency
TXPCPI,Per Capita Personal Income in Texas,26,Annual
ACTLISCOUNC,Housing Inventory: Active Listing Count in North Carolina,26,Monthly
MEDDAYONMAR38060,"Housing Inventory: Median Days on Market in Phoenix-Mesa-Scottsdale, AZ (CBSA)",26,Monthly
IRSTCI01EZM156N,Interest Rates: Immediate Rates (< 24 Hours): Call Money/Interbank Rate: Total for Euro Area (19 Countries),26,Monthly
A09021USA174NNBR,"Deficits, Trading Companies for United States",26,Annual
CPALTT01FRM657N,Consumer Price Index: All Items: Total for France,26,Monthly
IRLTLT01PTM156N,Interest Rates: Long-Term Government Bond Yields: 10-Year: Main (Including Benchmark) for Portugal,26,Monthly
IRLTLT01FIM156N,Interest Rates: Long-Term Government Bond Yields: 10-Year: Main (Including Benchmark) for Finland,25,Monthly
HCIYISUSA066NRUG,Index of Human Capital per Person for United States,25,Annual
USAGFCFQDSMEI,National Accounts: GDP by Expenditure: Current Prices: Gross Fixed Capital Formation for United States,25,Quarterly
IRLTLT01USA156N,Interest Rates: Long-Term Government Bond Yields: 10-Year: Main (Including Benchmark) for United States,25,Annual
USAGDPDEFQISMEI,National Accounts: National Accounts Deflators: Gross Domestic Product: GDP Deflator for United States,25,Quarterly
IRSTCI01BRM156N,Interest Rates: Immediate Rates (< 24 Hours): Call Money/Interbank Rate: Total for Brazil,25,Monthly
ILNGSP,Gross Domestic Product: All Industry Total in Illinois,25,Annual
CPALTT01USM661S,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: Total for United States",25,Monthly
LRUN64TTGRQ156S,Infra-Annual Labor Statistics: Unemployment Rate Total: From 15 to 64 Years for Greece,25,Quarterly
DDURRG3M086SBEA,Personal consumption expenditures: Durable goods (chain-type price index),25,Monthly
RGDPNAUSA666NRUG,Real GDP at Constant National Prices for United States,25,Annual
A02F2AUSA374NNBR,Miles of Railroad Built for United States,25,Annual
USCONSTRQGSP,Real Gross Domestic Product: Construction (23) in the United States,25,Quarterly
JCXFEMD,"FOMC Summary of Economic Projections for the Personal Consumption Expenditures less Food and Energy Inflation Rate, Median",25,Annual
A679RX1Q020SBEA,Real gross private domestic investment: Fixed investment: Nonresidential: Information processing equipment and software,25,Quarterly
B020RE1Q156NBEA,Shares of gross domestic product: Exports of goods and services,25,Quarterly
MABMM301CAM189S,Monetary Aggregates and Their Components: Broad Money and Components: M3 for Canada,25,Monthly
LRUNTTTTCAQ156S,Infra-Annual Labor Statistics: Unemployment Rate Total: 15 Years or over for Canada,25,Quarterly
RUSCPIALLMINMEI,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: Total for Russia",25,Monthly
DPHCRC1A027NBEA,Personal consumption expenditures: Household consumption expenditures,25,Annual
COE,"National Income: Compensation of Employees, Paid",25,Quarterly
DEEPUINDXM,Economic Policy Uncertainty Index for Germany,25,Monthly
USLEGALNGSP,Gross Domestic Product: Legal Services (5411) in the United States,25,Annual
PCPI36061,"Per Capita Personal Income in New York County, NY",25,Annual
USRECP,NBER based Recession Indicators for the United States from the Peak through the Period preceding the Trough,25,Monthly
Q10096USQ144NNBR,"New Manufacturing Capital Expenditures for Plant and Equipment, Current Prices for United States",25,Quarterly
GANGSP,Gross Domestic Product: All Industry Total in Georgia,25,Annual
IRNPCPIPCHPT,"Consumer Price Inflation for Iran, Islamic Republic of",25,Annual
ACTLISCOU27260,"Housing Inventory: Active Listing Count in Jacksonville, FL (CBSA)",25,Monthly
CORESTICKM679SFRBATL,Sticky Price Consumer Price Index less Food and Energy,25,Monthly
MEDLISPRIUT,Housing Inventory: Median Listing Price in Utah,25,Monthly
PANGSP,Gross Domestic Product: All Industry Total in Pennsylvania,25,Annual
USEPUNEWSINDXM,Economic Policy Uncertainty Index: News-Based Index for the United States,25,Monthly
PHMEPRPIHCSA,Pharmaceutical and Other Medical Products Expenditures Price Index,25,Annual
LMJVTTUVUSM647S,Infra-Annual Registered Unemployment and Job Vacancies: Total Economy: Unfilled Vacancies for United States,25,Monthly
RTFPNAINA632NRUG,Total Factor Productivity at Constant National Prices for India,25,Annual
CFSBCACTIVITYMFG,Chicago Fed Survey of Economic Conditions: Manufacturing Activity Index in Federal Reserve District 7: Chicago,25,Monthly
RGDPNACAA666NRUG,Real GDP at Constant National Prices for Canada,25,Annual
RGDPNAINA666NRUG,Real GDP at Constant National Prices for India,25,Annual
HTRUCKSNSA,Motor Vehicle Retail Sales: Heavy Weight Trucks,24,Monthly
IEAA,Net U.S. acquisition of financial assets excluding financial derivatives (net increase in assets / financial outflow (+)),24,Quarterly
LRUNTTTTMXQ156S,Infra-Annual Labor Statistics: Unemployment Rate Total: 15 Years or over for Mexico,24,Quarterly
MABMM301JPM189S,Monetary Aggregates and Their Components: Broad Money and Components: M3 for Japan,24,Monthly
IRLTLT01CLM156N,Interest Rates: Long-Term Government Bond Yields: 10-Year: Main (Including Benchmark) for Chile,24,Monthly
NGMP38300,"Total Gross Domestic Product for Pittsburgh, PA (MSA)",24,Annual
M16005USM358SNBR,"Composite Index of Three Lagging Indicators, Amplitude-Adjusted, Weighted for United States",24,Monthly
GDPALL06037,"Gross Domestic Product: All Industries in Los Angeles County, CA",24,Annual
ITACPIALLMINMEI,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: Total for Italy",24,Monthly
Y006RC1Q027SBEA,Gross Private Domestic Investment: Fixed Investment: Nonresidential: Intellectual Property Products: Research and Development,24,Quarterly
A033RC1A027NBEA,National income: Compensation of employees,24,Annual
IR3TIB01USQ156N,Interest Rates: 3-Month or 90-Day Rates and Yields: Interbank Rates: Total for United States,24,Quarterly
VISASMINSA,Visa Spending Momentum Index: Non-discretionary: United States,24,Monthly
CHNCPIALLQINMEI,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: Total for China",24,Quarterly
B985RC1Q027SBEA,Private fixed investment: Nonresidential: Intellectual property products: Software,24,Quarterly
ACTLISCOU32003,"Housing Inventory: Active Listing Count in Clark County, NV",24,Monthly
MEDLISPRI6073,"Housing Inventory: Median Listing Price in San Diego County, CA",24,Monthly
RGDPNADEA666NRUG,Real GDP at Constant National Prices for Germany,24,Annual
XTEXVA01CNM664S,International Merchandise Trade Statistics: Exports: Commodities for China,24,Monthly
CANRECDM,OECD based Recession Indicators for Canada from the Peak through the Trough (DISCONTINUED),24,"Daily, 7-Day"
IRSTCB01CNM156N,Interest Rates: Immediate Rates (< 24 Hours): Central Bank Rates: Total for China,24,Monthly
BOPBCA,Balance on Current Account (DISCONTINUED),24,Quarterly
A011RE1Q156NBEA,Shares of gross domestic product: Gross private domestic investment: Fixed investment: Residential,24,Quarterly
IMPGSA,Imports of Goods and Services,24,Annual
USACPALTT01IXNBQ,Consumer Price Index: All Items: Total for United States,24,Quarterly
IIPPORTAQ,U.S. Assets: Portfolio Investment,24,"Quarterly, End of Period"
CNCF,Corporate Net Cash Flow with IVA,24,Quarterly
RTFPNAKRA632NRUG,Total Factor Productivity at Constant National Prices for Republic of Korea,24,Annual
CPALTT01CAM659N,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: Total for Canada",24,Monthly
M1TTOTL1ES000,Current-Cost Depreciation of Fixed Assets,24,Annual
UMCSENT1,University of Michigan: Consumer Sentiment (DISCONTINUED),24,Not Applicable
A822RY2Q224SBEA,Contributions to percent change in real gross domestic product: Government consumption expenditures and gross investment,24,Quarterly
NGMP47900,"Total Gross Domestic Product for Washington-Arlington-Alexandria, DC-VA-MD-WV (MSA)",24,Annual
EUROREC,OECD based Recession Indicators for Euro Area from the Period following the Peak through the Trough (DISCONTINUED),24,Monthly
GGNLBADEA188N,General government net lending/borrowing for Germany,24,Annual
ACTLISCOURI,Housing Inventory: Active Listing Count in Rhode Island,24,Monthly
GGGDTAINA188N,General government gross debt for India,24,Annual
ACTLISCOUNH,Housing Inventory: Active Listing Count in New Hampshire,24,Monthly
A680RC1Q027SBEA,Private fixed investment: Nonresidential: Equipment: Industrial equipment,24,Quarterly
FLRGSP,Real Gross Domestic Product: All Industry Total in Florida,24,Annual
GNPC96,Real Gross National Product,24,Quarterly
QATNGDPMG,Gas Production for Qatar,24,Annual
FLPCPI,Per Capita Personal Income in Florida,24,Annual
NGMP16740,"Total Gross Domestic Product for Charlotte-Concord-Gastonia, NC-SC (MSA)",24,Annual
EPUFISCAL,Economic Policy Uncertainty Index: Categorical Index: Fiscal Policy (Taxes OR Spending),24,Monthly
CHNPRINTO01IXPYM,Production: Industry: Total Industry Excluding Construction for China,24,Monthly
CPALTT01USA661S,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: Total for United States",24,Annual
A829RD3Q086SBEA,Government consumption expenditures and gross investment: State and local (implicit price deflator),23,Quarterly
PENLISCOUUS,Housing Inventory: Pending Listing Count in the United States,23,Monthly
A455RC1Q027SBEA,Gross value added of nonfinancial corporate business,23,Quarterly
DTENRG3A086NBEA,Personal consumption expenditures: Services: Housing: Rental of tenant-occupied nonfarm housing (chain-type price index),23,Annual
LRHUTTTTSEM156S,Infra-Annual Labor Statistics: Monthly Unemployment Rate Total: 15 Years or over for Sweden,23,Monthly
RGMP16980,"Total Real Gross Domestic Product for Chicago-Naperville-Elgin, IL-IN-WI (MSA)",23,Annual
IRSTCI01INM156N,Interest Rates: Immediate Rates (< 24 Hours): Call Money/Interbank Rate: Total for India,23,Monthly
CPALTT01INM659N,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: Total for India",23,Monthly
EA19LORSGPORGYSAM,Leading Indicators OECD: Reference Series: Gross Domestic Product (GDP): Original Series for the Euro Area (19 Countries),23,Monthly
IRLTLT01DEA156N,Interest Rates: Long-Term Government Bond Yields: 10-Year: Main (Including Benchmark) for Germany,23,Annual
A446RC1Q027SBEA,Corporate business: Profits before tax (without IVA and CCAdj),23,Quarterly
A2000C1A027NBEA,Farm output,23,Annual
MEDLISPRI34980,"Housing Inventory: Median Listing Price in Nashville-Davidson--Murfreesboro--Franklin, TN (CBSA)",23,Monthly
GGGDTAMXA188N,General government gross debt for Mexico,23,Annual
CHNBCABP6USD,"Balance of Payments: Total Net Current Account for China, P.R.: Mainland",23,Annual
RPPALLUSNMP,Regional Price Parities: All Items: Nonmetropolitan Portion for United States,23,Annual
ACTLISCOU18140,"Housing Inventory: Active Listing Count in Columbus, OH (CBSA)",23,Monthly
SPASTT01DEM661N,Financial Market: Share Prices for Germany,23,Monthly
A023RC1Q027SBEA,Gross national income,23,Quarterly
W070RC1Q027SBEA,State and local government current tax receipts,23,Quarterly
DAUPNSA,Domestic Auto Production,23,Monthly
A4102C1Q027SBEA,"Gross domestic income: Compensation of employees, paid: Wages and salaries",23,Quarterly
M318501A027NBEA,Federal government budget surplus or deficit (-),23,Annual
MEDLISPRIPERSQUFEE12420,"Housing Inventory: Median Listing Price per Square Feet in Austin-Round Rock, TX (CBSA)",23,Monthly
NGMP32820,"Total Gross Domestic Product for Memphis, TN-MS-AR (MSA)",23,Annual
W369RG3Q066SBEA,Gross domestic product: Terms of trade index,23,Quarterly
GGGDTAPLA188N,General government gross debt for Poland,23,Annual
MANGSP,Gross Domestic Product: All Industry Total in Massachusetts,23,Annual
ACTLISCOU33460,"Housing Inventory: Active Listing Count in Minneapolis-ST. Paul-Bloomington, MN-WI (CBSA)",23,Monthly
PCPI06037,"Per Capita Personal Income in Los Angeles County, CA",23,Annual
CCUSSP01IFM650N,"Currency Conversions: US Dollar Exchange Rate: Spot, End of Period: USD: National Currency for SDR",23,Monthly
LRUNTTTTAUM156S,Infra-Annual Labor Statistics: Unemployment Rate Total: 15 Years or over for Australia,23,Monthly
M08354USM310NNBR,"Average Hours of Work Per Week, Total, Household Survey for United States",23,Monthly
NGMP26900,"Total Gross Domestic Product for Indianapolis-Carmel-Anderson, IN (MSA)",23,Annual
A013BAGBA576NNBR,Steel Production for Great Britain,23,Annual
DPCERA3M086SBEA,Real personal consumption expenditures (chain-type quantity index),23,Monthly
W018RC1Q027SBEA,Federal government total receipts,23,Quarterly
LRAC64TTJPM156S,Infra-Annual Labor Statistics: Labor Force Participation Rate Total: From 15 to 64 Years for Japan,23,Monthly
SPASTT01CNM661N,Financial Market: Share Prices for China,23,Monthly
ARGCPALTT01IXNBM,Consumer Price Index: All Items: Total for Argentina,23,Monthly
TXRGSP,Real Gross Domestic Product: All Industry Total in Texas,23,Annual
RTFPNADEA632NRUG,Total Factor Productivity at Constant National Prices for Germany,23,Annual
NFCPATAX,Nonfinancial Corporate Business: Profits After Tax (without IVA and CCAdj),23,Quarterly
SPASTT01INM661N,Financial Market: Share Prices for India,23,Monthly
QATGGRXOGDPXOPT,Non-oil Revenue for General Government for Qatar,23,Annual
CBSICO,CSBS Community Bank Sentiment Index,23,Quarterly
BOPI,"Foreign Assets in the U.S.: Net, Capital Inflow {+} (DISCONTINUED)",23,Quarterly
Q13051USQ156NNBR,"Earnings Yield of Common Stocks on the New York Stock Exchange, Composite for United States",23,Quarterly
VAPGDPR,Value Added by Industry: Retail Trade as a Percentage of GDP,23,Quarterly
ACTLISCOUMI,Housing Inventory: Active Listing Count in Michigan,22,Monthly
CCUSMA02GBM618N,Currency Conversions: US Dollar Exchange Rate: Average of Daily Rates: National Currency: USD for United Kingdom,22,Monthly
CMRMT,Real Manufacturing and Trade Industries Sales,22,Monthly
CPGRLE01JPM657N,Consumer Price Index: OECD Groups: All Items Non-Food Non-Energy: Total for Japan,22,Monthly
IRSTCI01CHM156N,Interest Rates: Immediate Rates (< 24 Hours): Call Money/Interbank Rate: Total for Switzerland,22,Monthly
CPALTT01ZAM659N,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: Total for South Africa",22,Monthly
NJNGSP,Gross Domestic Product: All Industry Total in New Jersey,22,Annual
XTNTVA01CNM667S,International Merchandise Trade Statistics: Trade Balance: Commodities for China,22,Monthly
Y694RX1Q020SBEA,Real Gross Domestic Product: Research and Development,22,Quarterly
ZAFCPIALLMINMEI,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: Total for South Africa",22,Monthly
SPASTT01KRM661N,Financial Market: Share Prices for Korea,22,Monthly
ACTLISCOU28140,"Housing Inventory: Active Listing Count in Kansas City, MO-KS (CBSA)",22,Monthly
ESPCPIALLMINMEI,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: Total for Spain",22,Monthly
A001RG3A086NBEA,Gross national product (chain-type price index),22,Annual
HLTHSCEXPHCSA,Health Expenditures,22,Annual
S210401A027NBEA,Personal current taxes: State and local: Property taxes,22,Annual
ACTLISCOU44060,"Housing Inventory: Active Listing Count in Spokane-Spokane Valley, WA (CBSA)",22,Monthly
RKNANPCNA666NRUG,Capital Stock at Constant National Prices for China,22,Annual
SPASTT01CAM661N,Financial Market: Share Prices for Canada,22,Monthly
IIPUSNETIA,U.S. Net International Investment Position,22,"Annual, End of Period"
EXPGSA,Exports of Goods and Services,22,Annual
LAPCPI,Per Capita Personal Income in Louisiana,22,Annual
MEDDAYONMARCA,Housing Inventory: Median Days on Market in California,22,Monthly
NGMP19740,"Total Gross Domestic Product for Denver-Aurora-Lakewood, CO (MSA)",22,Annual
A019RY2Q224SBEA,Contributions to percent change in real gross domestic product: Net exports of goods and services,22,Quarterly
RGDPNASGA666NRUG,Real GDP at Constant National Prices for Singapore,22,Annual
IRLTLT01AUA156N,Interest Rates: Long-Term Government Bond Yields: 10-Year: Main (Including Benchmark) for Australia,22,Annual
IRLTLT01CAQ156N,Interest Rates: Long-Term Government Bond Yields: 10-Year: Main (Including Benchmark) for Canada,22,Quarterly
NGMP28140,"Total Gross Domestic Product for Kansas City, MO-KS (MSA)",22,Annual
ACTLISCOUOH,Housing Inventory: Active Listing Count in Ohio,22,Monthly
VAI,Value Added by Industry: Information,22,Quarterly
WVNGSP,Gross Domestic Product: All Industry Total in West Virginia,22,Annual
M1105AUSM505NNBR,American Railroad Stock Prices for United States,22,Monthly
A829RD3A086NBEA,Government consumption expenditures and gross investment: State and local (implicit price deflator),22,Annual
IRSTCB01BRM156N,Interest Rates: Immediate Rates (< 24 Hours): Central Bank Rates: Total for Brazil,22,Monthly
W457RC1A027NBEA,"Gap, IRS less BEA gross output of nonprofit institutions and current transfer payments",22,Annual
IRLTLT01BEM156N,Interest Rates: Long-Term Government Bond Yields: 10-Year: Main (Including Benchmark) for Belgium,22,Monthly
IRLTLT01AUQ156N,Interest Rates: Long-Term Government Bond Yields: 10-Year: Main (Including Benchmark) for Australia,22,Quarterly
CPALTT01JPM659N,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: Total for Japan",22,Monthly
EMVMACROINTEREST,Equity Market Volatility Tracker: Macroeconomic News and Outlook: Interest Rates,22,Monthly
CSCICP02EZM460S,Consumer Opinion Surveys: Composite Consumer Confidence for Euro Area (19 Countries),22,Monthly
PDI,Personal Income Receipts on Assets: Personal Dividend Income,22,Monthly
A006RL1Q225SBEA,Real Gross Private Domestic Investment,22,Quarterly
MWACL06037,"Estimated Mean Real Household Wages Adjusted by Cost of Living for Los Angeles County, CA",22,Annual
VAPGDPRL,"Value Added by Industry: Finance, Insurance, Real Estate, Rental, and Leasing: Real Estate and Rental and Leasing as a Percentage of GDP",22,Quarterly
GGNLBAUSA188N,General government net lending/borrowing for United States,22,Annual
GGGDTAFRA188N,General government gross debt for France,22,Annual
IRLTLT01DEQ156N,Interest Rates: Long-Term Government Bond Yields: 10-Year: Main (Including Benchmark) for Germany,22,Quarterly
TNNGSP,Gross Domestic Product: All Industry Total in Tennessee,21,Annual
M1476BUSM027NNBR,Monetary Gold Stock for United States,21,Monthly
RTFPNANOA632NRUG,Total Factor Productivity at Constant National Prices for Norway,21,Annual
NGAGGXG01GDPPT,Total Expenditure of General Government for Nigeria,21,Annual
FLRQGSP,Real Gross Domestic Product: All Industry Total in Florida,21,Quarterly
W171RC1Q027SBEA,Net domestic investment,21,Quarterly
JPNCPIALLQINMEI,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: Total for Japan",21,Quarterly
LRUN74TTFRQ156S,Infra-Annual Labor Statistics: Unemployment Rate Total: From 15 to 74 Years for France,21,Quarterly
IR3TIB01IDM156N,Interest Rates: 3-Month or 90-Day Rates and Yields: Interbank Rates: Total for Indonesia,21,Monthly
COFC,Consumption of Fixed Capital,21,Quarterly
LRUN64TTCHQ156S,Infra-Annual Labor Statistics: Unemployment Rate Total: From 15 to 64 Years for Switzerland,21,Quarterly
MSPCPI,Per Capita Personal Income in Mississippi,21,Annual
DHUTRC1Q027SBEA,Personal consumption expenditures: Services: Housing and utilities,21,Quarterly
ETHEREERIX,Real Effective Exchange Rate as Based on Consumer Price Index for Ethiopia,21,Annual
MEDLISPRITX,Housing Inventory: Median Listing Price in Texas,21,Monthly
EXPCA,U.S. Exports of Goods by F.A.S. Basis to Canada,21,Monthly
POLCPIALLMINMEI,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: Total for Poland",21,Monthly
OKNGSP,Gross Domestic Product: All Industry Total in Oklahoma,21,Annual
RGDPNAIDA666NRUG,Real GDP at Constant National Prices for Indonesia,21,Annual
M1125AUSM343NNBR,"Index of All Common Stock Prices, Cowles Commission and Standard and Poor's Corporation for United States",21,Monthly
COMREPAUQ159N,Commercial Real Estate Prices for Australia,21,Quarterly
A946RC1A027NBEA,Private fixed investment in structures: Residential: Improvements,21,Annual
ACTLISCOUMD,Housing Inventory: Active Listing Count in Maryland,21,Monthly
CCUSMA02INM618N,Currency Conversions: US Dollar Exchange Rate: Average of Daily Rates: National Currency: USD for India,21,Monthly
WASCUR,Compensation of Employees: Wages and Salary Accruals,21,Quarterly
DMINRC1A027NBEA,Personal consumption expenditures: Net health insurance: Medical care and hospitalization,21,Annual
NYNQGSP,Gross Domestic Product: All Industry Total in New York,21,Quarterly
IRLTLT01FRA156N,Interest Rates: Long-Term Government Bond Yields: 10-Year: Main (Including Benchmark) for France,21,Annual
NB000334Q,Real Gross Domestic Product,21,Quarterly
TOTLISCOU53033,"Housing Inventory: Total Listing Count in King County, WA",21,Monthly
MEDDAYONMAR12086,"Housing Inventory: Median Days on Market in Miami-Dade County, FL",21,Monthly
B009RX1Q020SBEA,Real gross private domestic investment: Fixed investment: Nonresidential: Structures,21,Quarterly
DFSARX1Q020SBEA,Real personal consumption expenditures: Services: Food services and accommodations,21,Quarterly
GDPALL06075,"Gross Domestic Product: All Industries in San Francisco County, CA",21,Annual
JPNPROINDMISMEI,"Production, Sales, Work Started and Orders: Production Volume: Economic Activity: Industry (Except Construction) for Japan",21,Monthly
M10092USM144NNBR,Total Consumer Credit Outstanding for United States,21,"Monthly, End of Month"
MEDLISPRINY,Housing Inventory: Median Listing Price in New York,21,Monthly
RIFSPFFNBWAW,Federal Funds Effective Rate,21,"Biweekly, Ending Wednesday"
INFECTDISEMVTRACKD,Equity Market Volatility: Infectious Disease Tracker,21,"Daily, 7-Day"
MANMM101EZM189S,Monetary Aggregates and Their Components: Narrow Money and Components: M1 and Components: M1 for Euro Area (19 Countries),21,Monthly
AUENSA,Auto Exports,21,Monthly
LANGSP,Gross Domestic Product: All Industry Total in Louisiana,21,Annual
GBRCPIALLQINMEI,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: Total for United Kingdom",21,Quarterly
GARQGSP,Real Gross Domestic Product: All Industry Total in Georgia,21,Quarterly
IRLTLT01ILM156N,Interest Rates: Long-Term Government Bond Yields: 10-Year: Main (Including Benchmark) for Israel,21,Monthly
DPCERO1Q156NBEA,Real Personal Consumption Expenditures,21,Quarterly
A067RO1Q156NBEA,Real Disposable Personal Income,21,Quarterly
NGMP38060,"Total Gross Domestic Product for Phoenix-Mesa-Scottsdale, AZ (MSA)",21,Annual
PCETRIM6M680SFRBDAL,Trimmed Mean PCE Inflation Rate,21,Monthly
CCUSMA02PLM618N,Currency Conversions: US Dollar Exchange Rate: Average of Daily Rates: National Currency: USD for Poland,21,Monthly
ACTLISCOU46060,"Housing Inventory: Active Listing Count in Tucson, AZ (CBSA)",21,Monthly
DCNGSP,Gross Domestic Product: All Industry Total in the District of Columbia,21,Annual
A071RC1A027NBEA,Personal saving,21,Annual
A796RX0Q048SBEA,Real personal consumption expenditures per capita: Goods: Nondurable goods,21,Quarterly
UNRATECTM,"FOMC Summary of Economic Projections for the Civilian Unemployment Rate, Central Tendency, Midpoint",21,Annual
INNGSP,Gross Domestic Product: All Industry Total in Indiana,21,Annual
USACP040100GPM,"Consumer Price Index: Housing, Water, Electricity, Gas and Other Fuels (COICOP 04): Actual Rentals for Housing: Total for United States",21,Monthly
CPALTT01IDM657N,Consumer Price Index: All Items: Total for Indonesia,21,Monthly
ACTLISCOU6065,"Housing Inventory: Active Listing Count in Riverside County, CA",21,Monthly
NAEXKP01JPQ657S,National Accounts: GDP by Expenditure: Constant Prices: Gross Domestic Product: Total for Japan,21,Quarterly
IRLTLT01HUM156N,Interest Rates: Long-Term Government Bond Yields: 10-Year: Main (Including Benchmark) for Hungary,21,Monthly
RGDPNAMYA666NRUG,Real GDP at Constant National Prices for Malaysia,21,Annual
RAGGCTGGC,Resources and Assets: Gold and Gold Certificates: Total Gold; Gold Certificate Reserve,21,"Weekly, Ending Wednesday"
ACTLISCOU33100,"Housing Inventory: Active Listing Count in Miami-Fort Lauderdale-West Palm Beach, FL (CBSA)",21,Monthly
USMANNQGSP,Gross Domestic Product: Manufacturing (31-33) in the United States,21,Quarterly
IRSTCB01IDM156N,Interest Rates: Immediate Rates (< 24 Hours): Central Bank Rates: Total for Indonesia,21,Monthly
KORCPIALLQINMEI,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: Total for Korea",21,Quarterly
MPU4910013,Private Nonfarm Business Sector: Total Factor Productivity,21,Annual
ACTLISCOU41700,"Housing Inventory: Active Listing Count in San Antonio-New Braunfels, TX (CBSA)",21,Monthly
LRUNTTTTKRM156S,Infra-Annual Labor Statistics: Unemployment Rate Total: 15 Years or over for Korea,21,Monthly
AKPCPI,Per Capita Personal Income in Alaska,21,Annual
CCUSMA02EZQ618N,Currency Conversions: US Dollar Exchange Rate: Average of Daily Rates: National Currency: USD for Euro Area (19 Countries),21,Quarterly
GDPC1MDLR,"Longer Run FOMC Summary of Economic Projections for the Growth Rate of Real Gross Domestic Product, Median",21,Not Applicable
NGMP33460,"Total Gross Domestic Product for Minneapolis-St. Paul-Bloomington, MN-WI (MSA)",21,Annual
RGDPNABRA666NRUG,Real GDP at Constant National Prices for Brazil,21,Annual
DLIGRC1A027NBEA,"Personal consumption expenditures: Admissions to specified spectator amusements: Live entertainment, excluding sports",21,Annual
IRLTLT01CAA156N,Interest Rates: Long-Term Government Bond Yields: 10-Year: Main (Including Benchmark) for Canada,21,Annual
ACTLISCOU28940,"Housing Inventory: Active Listing Count in Knoxville, TN (CBSA)",21,Monthly
B009RC1Q027SBEA,Private fixed investment: Nonresidential: Structures,20,Quarterly
AUST448PCPI,"Per Capita Personal Income in Austin-Round Rock, TX (MSA)",20,Annual
DALL148PCPI,"Per Capita Personal Income in Dallas-Fort Worth-Arlington, TX (MSA)",20,Annual
A445RE1A156NBEA,"Shares of gross domestic income: Corporate profits with inventory valuation and capital consumption adjustments, domestic industries",20,Annual
USREALNGSP,Gross Domestic Product: Real Estate (531) in the United States,20,Annual
SAUNXGOCMBD,Crude Oil Exports for Saudi Arabia,20,Annual
KORCPIALLMINMEI,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: Total for Korea",20,Monthly
BBKMCOIX,Brave-Butters-Kelley Coincident Index,20,Monthly
W388RC1A027NBEA,Disposable household income,20,Annual
VTNGSP,Gross Domestic Product: All Industry Total in Vermont,20,Annual
GBRCPIALLAINMEI,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: Total for United Kingdom",20,Annual
ILNQGSP,Gross Domestic Product: All Industry Total in Illinois,20,Quarterly
IRSTCI01GBM156N,Interest Rates: Immediate Rates (< 24 Hours): Call Money/Interbank Rate: Total for United Kingdom,20,Monthly
TGDEF,Net Government Saving,20,Quarterly
ACTLISCOUMM42660,"Housing Inventory: Active Listing Count Month-Over-Month in Seattle-Tacoma-Bellevue, WA (CBSA)",20,Monthly
LRAC64TTZAQ156S,Infra-Annual Labor Statistics: Labor Force Participation Rate Total: From 15 to 64 Years for South Africa,20,Quarterly
IEABCPI,Balance on primary income,20,Quarterly
ACTLISCOU36059,"Housing Inventory: Active Listing Count in Nassau County, NY",20,Monthly
CPALTT01ITM657N,Consumer Price Index: All Items: Total for Italy,20,Monthly
SPASTT01JPM661N,Financial Market: Share Prices for Japan,20,Monthly
CCUSMA02MXM618N,Currency Conversions: US Dollar Exchange Rate: Average of Daily Rates: National Currency: USD for Mexico,20,Monthly
ISRCPIALLMINMEI,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: Total for Israel",20,Monthly
MANMM101USM189S,Monetary Aggregates and Their Components: Narrow Money and Components: M1 and Components: M1 for United States,20,Monthly
RGDPNAVNA666NRUG,Real GDP at Constant National Prices for Viet Nam,20,Annual
AZEPZPIOILBEGUSD,Breakeven Fiscal Oil Price for Azerbaijan,20,Annual
DRCARC1Q027SBEA,Personal consumption expenditures: Recreation services,20,Quarterly
CCUSMA02KRM618N,Currency Conversions: US Dollar Exchange Rate: Average of Daily Rates: National Currency: USD for Korea,20,Monthly
W255RC1Q027SBEA,Net interest and miscellaneous payments on assets,20,Quarterly
JCXFECTM,"FOMC Summary of Economic Projections for the Personal Consumption Expenditures less Food and Energy Inflation Rate, Central Tendency, Midpoint",20,Annual
CPALTT01MXM657N,Consumer Price Index: All Items: Total for Mexico,20,Monthly
